id,area,title,url,date
25,[陕西省本级],陕西科技大学教学科研仪器采购（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173ec3806df3f76,2020-08-14
26,[陕西省本级],陕西省体育馆配套家具采购项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173ec0ac18e3a4f,2020-08-14
27,[陕西省本级],陕西中医药大学第二附属医院制剂设备采购项目（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173eb9216b02c6e,2020-08-14
28,[陕西省本级],西北大学5G+互联网安全专线升级项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173ebe05a1533d5,2020-08-14
29,[陕西省本级],宝鸡文理学院2020年纸质图书采购公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173d855311923d9,2020-08-14
30,[陕西省本级],陕西省水土保持“十四五”规划编制竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173eba41ec52d6b,2020-08-14
31,[陕西省本级],中共陕西省委党校（陕西行政学院）小寨校区和友谊校区餐厅服务管理外包采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173e60e13e86fd5,2020-08-13
32,[陕西省本级],陕西省动物卫生与屠宰管理站2020年重大动物疫病防治及人员防护物资采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173e73cb4100c55,2020-08-13
33,[陕西省本级],陕西省治超联网管理信息系统工程项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e5e56d7403cc,2020-08-13
34,[陕西省本级],陕西省自强中等专业学校网络安全设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e69ef1160979,2020-08-13
35,[陕西省本级],陕西省自强中等专业学校灾备及机房建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e6a2ad4b09c0,2020-08-13
36,[陕西省本级],陕西科技大学等离子喷涂系统采购项目（第二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173e5edaae877db,2020-08-13
37,[陕西省本级],陕西省食品药品监督检验研究院中药标本馆室内装修工程竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173e5ae05a21a37,2020-08-13
38,[陕西省本级],陕西科技大学巡逻车、教学科研设备等采购项目（第二标段）（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173e1eacbf30567,2020-08-13
39,[陕西省本级],2019制造强省考核评估项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173e577fd6b6de1,2020-08-13
40,[陕西省本级],西安工业大学未央校区双创楼、报告厅、实训中心设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e02c74364e10,2020-08-13
41,[陕西省本级],陕西省法官法警教育培训中心采暖锅炉改造项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173cc1ab675306c,2020-08-13
42,[陕西省本级],西安工程大学电信学院学科建设立体机器视觉与移动智能机器人平台采购项目（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e03cabf74f2b,2020-08-12
43,[陕西省本级],陕西省家政服务业信用信息系统及成果宣传采购项目(二次)竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173e1e06283045f,2020-08-12
44,[陕西省本级],西安医学院实验楼群部分给水、暖气、排水管道改造工程竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e170db8a5f51,2020-08-12
45,[陕西省本级],陕西省公安厅保密文件柜和密码保险柜采购项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173e08d89d969af,2020-08-12
46,[陕西省本级],西安工程大学2020年电子信息学院高压放电图像采集与信息处理平台采购项目（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e161d4cc5daf,2020-08-12
47,[陕西省本级],新舟60增雨飞机托管服务项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173e14427675c9c,2020-08-12
48,[陕西省本级],西安建筑科技大学多模态信号采集设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173dd32c8d84a55,2020-08-11
49,[陕西省本级],杨凌职业技术学院智慧教室 建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173dc604a2b1d41,2020-08-11
50,[陕西省本级],陕西省住房和城乡建设厅制定生活垃圾分类标准体系项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173dc932ab625ca,2020-08-11
51,[陕西省本级],陕西省预算资金评审中心（原省财政专项资金管理局）选取稽核专家竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c83d25c23525,2020-08-11
52,[陕西省本级],陕西省人民医院中心花园环境改善提升（EPC）项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173d79097f66663,2020-08-11
53,[陕西省本级],信息化工程监理服务竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173db5bd1182f5b,2020-08-11
54,[陕西省本级],十四运会和残特奥会“赛事业务系统和数据总集服务”项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173dc6f20771375,2020-08-11
55,[陕西省本级],陕西省人民医院数字化医院建设项目维保公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173db6256f53bd1,2020-08-11
56,[陕西省本级],商洛学院2020年度教学实验室建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173d7ffb615232d,2020-08-11
57,[陕西省本级],陕西省人民医院床上用品采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173d7a3de2f7462,2020-08-11
58,[陕西省本级],陕西省人民医院全院工作服采购更换项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173daf94bdd25d8,2020-08-11
59,[陕西省本级],陕西中医药大学附属医院电脑及相关电子设备供应商遴选公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173d7e222962212,2020-08-11
60,[陕西省本级],信息化教学及资源管理平台建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173d75d7bf71f85,2020-08-10
61,[陕西省本级],2020年陕西省牲畜二维码耳标生产企业资格及价格项目采购公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c76168d2202e,2020-08-10
62,[陕西省本级],陕西省第四人民医院2020年被服洗涤服务项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173d6f303640a7b,2020-08-10
63,[陕西省本级],《第九届中国西部跨国采购洽谈会暨中国（西安）进口商品交易会》展会服务采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173d7419e021c02,2020-08-10
64,[陕西省本级],西安邮电大学电子器件仿真及高性能计算平台建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173d7480ef61028,2020-08-10
65,[陕西省本级],西安邮电大学智慧教学环境建设项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173d6d3d6935135,2020-08-10
66,[陕西省本级],安康学院秦巴生物资源开发利用产教融合大楼完善实验室功能实施项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173d680ec945d0c,2020-08-10
67,[陕西省本级],陕西省地方金融监督管理局办公OA系统建设项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c870dbc83849,2020-08-10
68,[陕西省本级],陕西铁路工程职业技术学院土木工程检测技术专业教学资源库2020年建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c7eeaa262c9f,2020-08-07
69,[陕西省本级],《陕西交通报》2021年全年排版印刷服务采购项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c2d0e37732e9,2020-08-07
70,[陕西省本级],陕西省高速公路收费中心基于ETC门架的交通情况调查应用系统建设项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173c7e1fea91e38,2020-08-07
71,[陕西省本级],陕西省高速公路收费中心2020-2021年度高速公路收费数据分析服务项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173c7dafd051cfd,2020-08-07
72,[陕西省本级],石油石化虚拟仿真实验室建设及实训 平台升级改造项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c68e6cb04b0e,2020-08-07
73,[陕西省本级],2020年十四运会举摔柔中心运动员专项训练及参赛服装采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c770714f207f,2020-08-07
74,[陕西省本级],陕西省体育运动服务保障中心武术训练比赛服装采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c774bf8c208a,2020-08-07
75,[陕西省本级],陕西省人民医院2020年第二包医疗设备采购项目（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173c293ae366caf,2020-08-07
76,[陕西省本级],西安工业大学配套服务采购及安装项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c6a488411517,2020-08-07
77,[陕西省本级],陕西历史博物馆正版软件采购项目竞争性谈判公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c65c68d00ebf,2020-08-07
78,[陕西省本级],陕西省第四人民医院新老污水处理站运营托管竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c296e8b175e0,2020-08-07
79,[陕西省本级],陕西省“十四五”发展中小企业、推动民营经济高质量发展规划项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173c169c6b755f7,2020-08-06
80,[陕西省本级],十四运会和残特奥会志愿服务主题文化标识（徽标、主题歌、口号、激励章、志愿者昵称）发布会暨志愿者招募动员大会采购项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c3299d453f1c,2020-08-06
81,[陕西省本级],西安工业大学机械电子工程专业综合实验平台建设设备等设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173bd45e97538a7,2020-08-06
82,[陕西省本级],陕西省荣复军人第一医院监控系统升级改造及安防系统建设（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c15f876b1b17,2020-08-06
83,[陕西省本级],陕西理工大学北校区保安服务外包项目2020竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c19d38db2016,2020-08-06
84,[陕西省本级],陕西省体育彩票管理中心体育彩票电脑型热敏票服务项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c2d43ec33334,2020-08-06
85,[陕西省本级],2020年度陕西省政府网站与政务新媒体第三方检查监测项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173c2c2c3a42f47,2020-08-06
86,[陕西省本级],西安美术学院室内体育馆维修项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173c2bf92b67157,2020-08-06
87,[陕西省本级],延安大学医学院实验室搬迁项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173c1cf76626aee,2020-08-06
88,[陕西省本级],中共陕西省委党校（陕西行政学院）厨房设备采购公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173c1d24c43249d,2020-08-06
89,[陕西省本级],陕西省人民医院职工活动中心健身器材等采购项目（二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173bdcefeb251de,2020-08-06
90,[陕西省本级],陕西省体育运动服务保障中心垒球训练比赛器材及水球、运动伤病防护用品采购项目（二次）竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173bdf35acc5548,2020-08-05
91,[陕西省本级],陕西科技大学仪器设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173bd8941cc04cb,2020-08-05
92,[陕西省本级],陕西省公安厅2020年度厅机关在职和离退休人员体检项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173bc8365932efa,2020-08-05
93,[陕西省本级],陕西省黄土高原世行贷款生态保护修复示范项目可行性研究报告编制竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173bcc9ed2e7d8f,2020-08-05
94,[陕西省本级],陕西省地方病防治研究所2020年医疗设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173b8ee0c9d61e7,2020-08-05
95,[陕西省本级],陕西省体育运动服务保障中心游泳专业训练器材采购项目（二次）竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173bd0508937db5,2020-08-05
96,[陕西省本级],陕西省体育运动服务保障中心击剑专业队比赛训练器材采购项目（二次）竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173bd01047d7da2,2020-08-05
97,[陕西省本级],陕西中医药大学第二附属医院纯音测听系统、可视电子软镜等医疗设备采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b92185b766a0,2020-08-04
98,[陕西省本级],2020年陕西西部计划志愿者综合保障险采购项目（二次）竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b889ea045cbd,2020-08-04
99,[陕西省本级],西安音乐学院数据中心集中备份系统建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b8ecb8d82425,2020-08-04
100,[陕西省本级],《陕西福彩》印刷投递合作项目（二次）竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173b7f7446648c5,2020-08-04
101,[陕西省本级],黄河流域淤地坝远程智能控制与动态安全管理(以延安燕沟流域湫沟骨干坝为例)项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b377b26b34c1,2020-08-04
102,[陕西省本级],西安医学院屋面修缮防水工程竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b8997077187b,2020-08-04
103,[陕西省本级],陕西机电职业技术学院蟠龙校区交互式智能平板采购项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173b87096c80e97,2020-08-04
104,[陕西省本级],咸阳师范学院新增学生宿舍家具购置项目询价公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b3caa4fe40d8,2020-08-04
105,[陕西省本级],陕西省尾矿库安全生产风险监测预警系统建设项目（一期）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b795a0fd03e3,2020-08-04
106,[陕西省本级],陕西法院电子卷宗随案同步生成和深度应用系统建设项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173b8aba23f59eb,2020-08-04
107,[陕西省本级],西安外国语大学智慧教室日常运维及校园网设备维保服务项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173b88f88c655ce,2020-08-04
108,[陕西省本级],全省网络应急指挥通讯系统建设项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173b83f30f307ee,2020-08-04
109,[陕西省本级],陕西省委网信办网络安全应急指挥中心应急指挥平台项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173b815963a061a,2020-08-04
110,[陕西省本级],第十四届全国运动会和全国第十一届残运会暨第八届特奥会志愿服务业务培训项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b8661496104f,2020-08-04
111,[陕西省本级],西安工业大学档案管理软件、视觉双臂协同机器人、朗读亭采购项目（一标段二次）公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b3a0a40c3be1,2020-08-04
112,[陕西省本级],陕西科技大学科研仪器设备采购项目（第一包）二次公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b77a4f670140,2020-08-04
113,[陕西省本级],省人防办配套房屋面修缮项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b504741944b0,2020-08-04
114,[陕西省本级],2020年残疾儿童定点康复机构及全省残疾人精准康复服务第三方评估项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be317394d7f10173996e945a1bfa,2020-08-04
115,[陕西省本级],陕西警官职业学院教职员警服购置项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d73901739f4965bc59e4,2020-08-03
116,[陕西省本级],陕西铁路工程职业技术学院焊接实训基地设备采购项目（二次）竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b3336b475995,2020-08-03
117,[陕西省本级],西安美术学院2020-2021学年第一学期学生教材采购项目竞争性谈判公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b3118fbf298e,2020-08-03
118,[陕西省本级],2020年度物业管理服务竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b212e94b18ed,2020-08-03
119,[陕西省本级],陕西省交通基础设施国土空间控制规划规划编制项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173a7f737c429c4,2020-08-03
120,[陕西省本级],陕西能源职业技术学院校园基础网络改造、设备升级项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173b35f6f943118,2020-08-03
121,[陕西省本级],陕西省公安厅交通警察总队2020-2021年度交通管理信息系统软硬件运维及机房基础环境运维项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337343a49601738e1fdad919c2,2020-08-03
122,[陕西省本级],陕西省体育训练中心男子柔道馆装修改造项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be347394d61e0173b33bd13556c9,2020-08-03
123,[陕西省本级],西北妇女儿童医院医疗设备计量检测服务项目竞争性磋商公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc01739f0691a76f6f,2020-08-03
124,[陕西省本级],西北妇女儿童医院医用防护服采购公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be337394d6bc0173b3229524576d,2020-08-03
125,[陕西省本级],陕西省自强中等专业学校校园绿化施工项目公开招标公告,http://ccgp-shaanxi.gov.cn:80/notice/noticeDetail.do?noticeguid=8a85be327394d7390173a45c065801f1,2020-07-31
