id,name,author,content,tags
0a205648fc394c0eac2ce412211c374e,鸿雁,先秦 佚名,"
<br>
","诗经,写鸟,抒情"
72df9e2253c94030903ce5dc7de1f4eb,一字诗,清代 陈沆,"
一帆一桨一渔舟，一个渔翁一钓钩。<br>一俯一仰一场笑，一江明月一江秋。
","写景,抒情"
9f178feb727b448eb98d1d7d4a33c42e,卜算子·樽前一曲歌,宋代 杜安世,"
樽前一曲歌，歌里千重意。才欲歌时泪已流，恨应更、多于泪。<br>试问缘何事？不语如痴醉。我亦情多不忍闻，怕和我、成憔悴。
","婉约,音乐,伤怀"
0d3c4dff2b9440c081f3161be9f9b4bd,子夜四时歌·绣带合欢结,南北朝 萧衍,"
绣带合欢结，锦衣连理文。<br>怀情入夜月，含笑出朝云。
","写人,爱情"
795ffd76ced54dcc845bb2e17ede2476,八归·湘中送胡德华,宋代 姜夔,"
芳莲坠粉，疏桐吹绿，庭院暗雨乍歇。无端抱影销魂处，还见篠墙萤暗，藓阶蛩切。送客重寻西去路，问水面琵琶谁拨？最可惜、一片江山，总付与啼鴂。<br>长恨相从未款，而今何事，又对西风离别？渚寒烟淡，棹移人远，飘渺行舟如叶。想文君望久，倚竹愁生步罗袜。归来后，翠尊双饮，下了珠帘，玲珑闲看月。
","离别,惜别,团聚,情怀"
e2c7dee444974ea5a4d7699f7f8ea550,寒夜作,元代 揭傒斯,"
<br>
","夜晚,羁旅,抒情,孤寂,乡情"
e5de42f994c8406f84ad362b9b848b3d,虞美人·赋虞美人草,宋代 辛弃疾,"
当年得意如芳草。日日春风好。拔山力尽忽悲歌。饮罢虞兮从此、奈君何。<br>人间不识精诚苦。贪看青青舞。蓦然敛袂却亭亭。怕是曲中犹带、楚歌声。
","咏物,抒情,怀才不遇"
209f18dfde3a4f3aaab3e207d3a77a83,折桂令·过多景楼,元代 周文质,"
滔滔春水东流。天阔云闲，树渺禽幽。山远横眉，波平消雪，月缺沉钩。桃蕊红妆渡口，梨花白点江头。何处离愁？人别层楼，我宿孤舟。
","春天,写景,思念"
eddc6393b88049d48f6022ae0e510128,十二月十九日夜中发鄂渚晓泊汉阳亲旧携酒追送聊为短句,宋代 黄庭坚,"
接淅报官府，敢违王事程。<br>宵征江夏县，睡起汉阳城。<br>邻里烦追送，杯盘泻浊清。<br>袛应瘴乡老，难答故人情。
","贬谪,送别,友情"
fec7f6bcb3b4404a9d8cc9bb54e76ff8,积雨辋川庄作 / 秋归辋川庄作,唐代 王维,"
积雨空林烟火迟，蒸藜炊黍饷东菑。<br>漠漠水田飞白鹭，阴阴夏木啭黄鹂。<br>山中习静观朝槿，松下清斋折露葵。<br>野老与人争席罢，海鸥何事更相疑。
","高中古诗,唐诗三百首,田园,隐居"
3d498ff0440d4e4e958c2bd6cdc51edf,思归,唐代 韦庄,"
暖丝无力自悠扬，牵引东风断客肠。<br>外地见花终寂寞，异乡闻乐更凄凉。<br>红垂野岸樱还熟，绿染回汀草又芳。<br>旧里若为归去好，子期凋谢吕安亡。
","春天,思乡"
919a6c8375f54200bb0da5093a1b29d6,天上谣,唐代 李贺,"
天河夜转漂回星，银浦流云学水声。<br>玉宫桂树花未落，仙妾采香垂珮缨。<br>秦妃卷帘北窗晓，窗前植桐青凤小。<br>王子吹笙鹅管长，呼龙耕烟种瑶草。<br>粉霞红绶藕丝裙，青洲步拾兰苕春。<br>东指羲和能走马，海尘新生石山下。
","神话,想象"
4eaad0009f1f4f1b8f1c55d9bf32d8b0,虞美人·曲阑干外天如水,宋代 晏几道,"
曲阑干外天如水。昨夜还曾倚。初将明月比佳期。长向月圆时候、望人归。 <br>罗衣著破前香在。旧意谁教改。一春离恨懒调弦。犹有两行闲泪、宝筝前。
","女子,月夜,怀人"
d6527758dcf34962829946dcd346ad7a,蝶恋花·初捻霜纨生怅望,宋代 晏几道,"
初捻霜纨生怅望。隔叶莺声，似学秦娥唱。午睡醒来慵一饷。双纹翠簟铺寒浪。<br>雨罢苹风吹碧涨。脉脉荷花，泪脸红相向。斜贴绿云新月上。弯环正是愁眉样。
","女子,怀人"
1a268762defd43f5958e24074c7e682c,折杨柳歌辞五首,南北朝 佚名,"
<br>
<br>
<br>
<br>
<br>
","古诗三百首,乐府,离别,组诗"
153c4a311e984b1689b19fe6bc3d7d18,卜算子·我住长江头,宋代 李之仪,"
我住长江头，君住长江尾。日日思君不见君，共饮长江水。 <br>此水几时休，此恨何时已。只愿君心似我心，定不负相思意。
","宋词三百首,宋词精选,长江,思念,爱情"
353ecf9f04d6465a88632c57b051a317,鹧鸪天·离豫章别司马汉章大监,宋代 辛弃疾,"
聚散匆匆不偶然。二年遍历楚山川。但将痛饮酬风月，莫放离歌入管弦。<br>萦绿带，点青钱，东湖春水碧连天。明朝放我东归去，後夜相思月满船。
","抒情,愤懑,愁苦"
c3dc8bed47b54647b9c23656ccc4a14d,宰予昼寝,唐代 佚名,"
　　宰予昼寝，子曰：“朽木不可雕也，粪土之墙不可圬也！于予与何诛？”子曰：“始吾于人也，听其言而信其行；今吾于人也，听其言而观其行。于予与改是。”——《论语·公冶长第五》
","哲理,故事"
4c8c7a45b16842f4ae97425c79ca774a,己酉端午,元代 贝琼,"
风雨端阳生晦冥，汨罗无处吊英灵。<br>海榴花发应相笑，无酒渊明亦独醒。
","端午节,抒怀,豁达"
c0668e6ed0b643158885c3fd87b056c2,夕次盱眙县,唐代 韦应物,"
落帆逗淮镇，停舫临孤驿。浩浩风起波，冥冥日沉夕。 <br>人归山郭暗，雁下芦洲白。独夜忆秦关，听钟未眠客。
","唐诗三百首,写景,抒情,思乡,乡情"
541c48c212374a34b214f2c6fa6b5cd3,横溪堂春晓,宋代 虞似良,"
一把青秧趁手青，轻烟漠漠雨冥冥。<br>东风染尽三千顷，白鹭飞来无处停。
","田园,即景"
337b06c9b3114b5180a09b8ae903946b,长相思·云一涡,五代 李煜,"
云一緺，玉一梭，淡淡衫儿薄薄罗。轻颦双黛螺。<br>秋风多，雨相和，帘外芭蕉三两窠。夜长人奈何！
","秋天,夜晚,写雨,女子,相思,恋情"
07c0255ebcc7446bb411df6b56324ba2,青阳,两汉 佚名,"
青阳开动，根荄以遂，膏润并爱，跂行毕逮。<br>霆声发荣，壧处顷听，枯槁复产，乃成厥命。<br>众庶熙熙，施及夭胎，群生啿噬，惟春之祺。
","乐府,春天,写景,祭祀"
266d0c25772f433f80b784060f140faf,发宜兴,宋代 曾几,"
老境垂垂六十年，又将家上铁头船。<br>客留阳羡只三月，归去玉溪无一钱。<br>观水观山都废食，听风听雨不妨眠。<br>从今布袜青鞵梦，不到张公即善权。
","羁旅,感慨,伤怀"
2206e7f7149b4559b132dbb2388c2cf2,子夜四时歌·春林花多媚,南北朝 佚名,"
春林花多媚，春鸟意多哀。<br>春风复多情，吹我罗裳开。
","春天,写景,抒情"
ed9145ff6c1c43f78b40a7a4400f0f13,红牡丹,唐代 王维,"
绿艳闲且静，红衣浅复深。<br>花心愁欲断，春色岂知心。
","咏物,牡丹,抒情"
b34e147d07244bf88277eec59af76802,鸳鸯梦·午醉厌厌醒自晚,宋代 贺铸,"
午醉厌厌醒自晚，鸳鸯春梦初惊。闲花深院听啼莺。斜阳如有意，偏傍小窗明。<br>莫倚雕阑怀往事，吴山楚水纵横。多情人奈物无情。闲愁朝复暮，相应两潮生。
","抒情,苦闷,愁绪"
638d867f080f409ca35bf967e836b7b4,金缕曲二首·其一,清代 顾贞观,"
<br>
<br>
","书信,友情"
996ad418e8f1442b99642e15bce88598,木兰花·池塘水绿风微暖,宋代 晏殊,"
池塘水绿风微暖，记得玉真初见面。重头歌韵响琤琮，入破舞腰红乱旋。<br>玉钩阑下香阶畔，醉后不知斜日晚。当时共我赏花人，点检如今无一半。
","怀旧,写景,感伤,人生,春天"
baea895aaf6443bbbc20e7791c71a24b,鹧鸪天·杨柳东塘细水流,清代 蒋春霖,"
杨柳东塘细水流，红窗睡起唤晴鸠。屏间山压眉心翠，镜里波生鬓角秋。<br>临玉管，试琼瓯，醒时题恨醉时休。明朝花落归鸿尽，细雨春寒闭小楼。
","婉约,写景,惜春"
f72dc5d80a584bf0891328ae08348711,东风齐着力·电急流光,清代 纳兰性德,"
<br>
","悼亡,追忆,伤感,苦痛"
a7c36cfa0c77451b846e5360e5d76ab7,游仙诗·京华游侠窟,魏晋 郭璞,"
<br>
","思想,向往,隐居"
4e509c0d96b04b508280521aa34db37e,胡歌,唐代 岑参,"
<br>
","边塞,战士"
9d10122a691e4d67a3be1790a081435a,西河·天下事,宋代 王埜,"
天下事，问天怎忍如此！陵图谁把献君王，结愁未已。少豪气概总成尘，空馀白骨黄苇。<br>千古恨，吾老矣。东游曾吊淮水。绣春台上一回登，一回揾泪。醉归抚剑倚西风，江涛犹壮人意。<br>只今袖手野色里，望长淮、犹二千里。纵有英心谁寄！近新来又报胡尘起。绝域张骞归来未？
","爱国,忧国忧民"
80082b10422c47b7bcaac15b7a654bc0,五日观妓,唐代 万楚,"
西施谩道浣春纱，碧玉今时斗丽华。<br>眉黛夺将萱草色，红裙妒杀石榴花。<br>新歌一曲令人艳，醉舞双眸敛鬓斜。 <br>谁道五丝能续命，却令今日死君家。
","节日,宴会,喜悦"
7aaaa945d28b406980b08bb096ef6e59,水龙吟·梨花,宋代 周邦彦,"
素肌应怯余寒，艳阳占立青芜地。樊川照日，灵关遮路，残红敛避。传火楼台，妒花风雨，长门深闭。亚帘栊半湿，一枝在手，偏勾引、黄昏泪。 <br>别有风前月底。布繁英、满园歌吹。朱铅退尽，潘妃却酒，昭君乍起。雪浪翻空，粉裳缟夜，不成春意。恨玉容不见，琼英谩好，与何人比。
","咏物,梨花,赞美"
1a5b56124096482c8c05fb1e0cbf4acc,过三闾庙,唐代 戴叔伦,"
沅湘流不尽，屈子怨何深。<br>日暮秋风起，萧萧枫树林。
","咏史怀古,题诗"
caba6cb2341a4348a50364e36d27660c,猗嗟,先秦 佚名,"
<br>
","诗经,赞美"
2b2f508fbb834133a579d2d6d89754d1,满江红·东武会流杯亭,宋代 苏轼,"
<br>
<br>
","惜春,感慨,时间,哲理"
8daec94ee529413f8f21ed158e1c743b,绮罗香·咏春雨,宋代 史达祖,"
做冷欺花，将烟困柳，千里偷催春暮。尽日冥迷，愁里欲飞还住。惊粉重、蝶宿西园，喜泥润、燕归南浦。最妨它、佳约风流，钿车不到杜陵路。 <br>沉沉江上望极，还被春潮晚急，难寻官渡。隐约遥峰，和泪谢娘眉妩。临断岸、新绿生时，是落红、带愁流处。记当日、门掩梨花，剪灯深夜语。
","宋词三百首,婉约,咏物,写雨,怀人"
8b658eac4edd45beadc6814e0835d6b0,江楼曲,唐代 李贺,"
楼前流水江陵道，鲤鱼风起芙蓉老。<br>晓钗催鬓语南风，抽帆归来一日功。<br>鼍吟浦口飞梅雨，竿头酒旗换青苎。<br>萧骚浪白云差池，黄粉油衫寄郎主。<br>新槽酒声苦无力，南湖一顷菱花白。<br>眼前便有千里愁，小玉开屏见山色。
","女子,怀人,相思,伤怀"
dffb06e6ffbf44acbe9965a8ceb80fea,独漉篇,唐代 李白,"
独漉水中泥，水浊不见月。<br>不见月尚可，水深行人没。<br>越鸟从南来，胡鹰亦北渡。<br>我欲弯弓向天射，惜其中道失归路。<br>落叶别树，飘零随风。<br>客无所托，悲与此同。<br>罗帏舒卷，似有人开。<br>明月直入，无心可猜。<br>雄剑挂壁，时时龙鸣。<br>不断犀象，绣涩苔生。<br>国耻未雪，何由成名。<br>神鹰梦泽，不顾鸱鸢。<br>为君一击，鹏抟九天。
",爱国
c214af50e5064de681451bf6cdd4b2bc,匪风,先秦 佚名,"
<br>
","诗经,写风,思乡"
c9db83865b724863befb94cb63030166,望海楼,宋代 米芾,"
云间铁瓮近青天，缥缈飞楼百尺连。<br>三峡江声流笔底，六朝帆影落樽前。<br>几番画角催红日，无事沧州起白烟。<br>忽忆赏心何处是？春风秋月两茫然。
","咏物,写景"
ffc1428fd6844f699f12160558a5c0eb,酹江月·驿中言别,宋代 邓剡,"
水天空阔，恨东风不惜世间英物。蜀鸟吴花残照里，忍见荒城颓壁。铜雀春情，金人秋泪，此恨凭谁雪？堂堂剑气，斗牛空认奇杰。<br>那信江海余生，南行万里，属扁舟齐发。正为鸥盟留醉眼，细看涛生云灭。睨柱吞嬴，回旗走懿，千古冲冠发。伴人无寐，秦淮应是孤月。
","爱国,励志"
ab5665448e5d4cf3a69e1fe7c735b425,饮酒·其五,魏晋 陶渊明,"
结庐在人境，而无车马喧。<br>问君何能尔？心远地自偏。<br>采菊东篱下，悠然见南山。<br>山气日夕佳，飞鸟相与还。<br>此中有真意，欲辨已忘言。
","古诗三百首,初中古诗,闲适,生活,哲理,最美"
c0a93f9989e54cf4b7574b237225e086,水龙吟·小楼连苑横空,宋代 秦观,"
小楼连苑横空，下窥绣毂雕鞍骤。朱帘半卷，单衣初试，清明时候。破暖轻风，弄晴微雨，欲无还有。卖花声过尽，斜阳院落；红成阵，飞鸳甃。<br>玉佩丁东别后。怅佳期、参差难又。名韁利锁，天还知道，和天也瘦。花下重门，柳边深巷，不堪回首。念多情、但有当时皓月，向人依旧。
","妇女,相思,恋情"
277a8215e45044fbad5b2751b73873a3,生查子·秋来愁更深,宋代 杨无咎,"
秋来愁更深，黛拂双蛾浅。翠袖怯春寒，修竹萧萧晚。 <br>此意有谁知，恨与孤鸿远。小立背西风，又是重门掩。
","婉约,闺怨,秋天,妇女,思念"
ceeb7580229a4c02840eb9a402b07986,南乡子·相见处,五代 李珣,"
相见处，晚晴天，刺桐花下越台前。<br>暗里回眸深属意，遗双翠，骑象背人先过水。
","写人,少女,爱情,恋情"
a0ed8fd44fa14d9cac2b61945aecc847,摄山秋夕作,清代 屈大均,"
<br>
","写景,抒情"
630232bdda3e44d6b461d5590d2cc5c5,采桑子·平生为爱西湖好,宋代 欧阳修,"
平生为爱西湖好，来拥朱轮。富贵浮云，俯仰流年二十春。<br>归来恰似辽东鹤，城郭人民，触目皆新，谁识当年旧主人？
","追忆,感慨,怅惘"
05cdc4e937a6433b99b465bcda954aa3,鹤冲天·闲窗漏永,宋代 柳永,"
闲窗漏永，月冷霜花堕。悄悄下帘幕，残灯火。再三追往事，离魂乱、愁肠锁。无语沉吟坐。好天好景，未省展眉则个。<br>从前早是多成破。何况经岁月，相抛嚲。假使重相见，还得似、旧时么。悔恨无计那。迢迢良夜。自家只恁摧挫。
","女子,相思,愁绪,伤怀"
8d3a4e89bf784e51964fb12759f16633,满庭芳·茶,宋代 黄庭坚,"
北苑春风，方圭圆璧，万里名动京关。碎身粉骨，功合上凌烟。尊俎风流战胜，降春睡、开拓愁边。纤纤捧，研膏浅乳，金缕鹧鸪斑。 <br>相如，虽病渴，一觞一咏，宾有群贤。为扶起灯前，醉玉颓山。搜搅胸中万卷，还倾动、三峡词源。归来晚，文君未寐，相对小窗前。
","咏物,写茶,典故"
f75713e284a142f289abbbd216829320,沁园春·恨,清代 郑燮,"
花亦无知，月亦无聊，酒亦无灵。把夭桃斫断，煞他风景；鹦哥煮熟，佐我杯羹。焚砚烧书，椎琴裂画，毁尽文章抹尽名。荥阳郑，有慕歌家世，乞食风情。<br>单寒骨相难更，笑席帽青衫太瘦生。看蓬门秋草，年年破巷，疏窗细雨，夜夜孤灯。难道天公，还箝恨口，不许长吁一两声？癫狂甚，取乌丝百幅，细写凄清。
","豪放,抒怀,愤恨,忧愤"
013539c5e5f345b4a48a1d795e521bcd,剑客 / 述剑,唐代 贾岛,"
十年磨一剑，霜刃未曾试。<br>今日把示君，谁有不平事？(示 一作：似)
","豪情,抱负"
6dbf0cbbc4734432883cb2ae2f1e3636,摸鱼儿·记年时人人何处,宋代 何梦桂,"
记年时、人人何处，长亭曾共杯酒。酒阑归去行人远，折不尽长亭柳。渐白首。待把酒送君，恰又清明后。青条似旧，问江北江南，离愁如我，还更有人否。<br>留不住，强把蔬盘瀹韭。行舟又报潮候。风急岸花飞尽也，一曲啼红满袖。春波皱。青草外、人间此恨年年有。留连握手。数人世相逢，百年欢笑，能得几回又。
","婉约,追忆,送别,怀人"
afa8c5985a59423ba33c71dd5ed890fd,挽舟者歌,隋代 佚名,"
<br>
","人民,生活"
5ca3077586f74413909d7a983427c90c,清溪行 / 宣州清溪,唐代 李白,"
清溪清我心，水色异诸水。<br>借问新安江，见底何如此。<br>人行明镜中，鸟度屏风里。<br>向晚猩猩啼，空悲远游子。
","写水,落寞"
